"","Coup","Emx2","Fgf8","Pax6","Sp8"
"E218_126",0.0117751652117165,0.0502046825294625,2.46019514311317,2.43595710584415,2.5589901558815
"E962_365",2.69510415016323,2.00517724516491,0.00881918197862925,0.0091590347046242,0.109057185042228
"E14_384",2.38274360174973,2.47396358448469,0.0152812496764726,0.0197586715275603,0.0058340355605185
"E1918_230",2.15958172327057,1.94632844245554,0.0129457594845,0.0372684760081109,0.0501212765937641
"E795_499",0.000871548712109847,0.00925980863704248,2.18739664545853,1.88927576333732,1.66685383263595
"E170_138",0.0125115996453885,0.0439294035279813,1.9432229368981,2.11077063008183,1.7969158182571
"E353_70",0.0117768441238035,0.00817838048342376,0.260265799285923,0.191422927186926,1.86022577857548
"E522_483",0.000746745416172371,0.124952910003577,2.08866467013213,2.61829565968862,1.88206103063511
"E270_243",1.7983881222725,1.57042545153474,0.0118074893567713,0.00495003948210514,0.0113321650698939
"E772_244",0.037935031106663,0.0203423843441396,2.08103865268851,1.75758772873616,1.94389238746845
"E95_135",0.000566889842029105,0.00491559854843808,2.6093626089488,1.772024925086,2.37120107369767
"E1589_326",1.17244154239394,1.96608656255247,0.0118624620542893,0.0101470540292891,0.00374834583468188
"E1532_47",0.00828597917802521,0.0521567025304923,0.0381464165065444,0.0522395658551423,2.28487204294513
"E1240_206",0.0100196544731921,0.0314246268089298,2.36069127603113,2.49962104728162,1.99302601952843
"E1455_391",1.82734242766612,2.16178704958648,0.00414224008872813,0.0146976844247332,0.0253396641238381
"E886_409",2.44690297909346,1.98531999325865,0.00759040721503692,0.00287847638203884,0.0409324593245123
"E1899_277",2.51945400296526,2.01265202350182,0.00170345710566152,0.0366997844314938,0.0322377621143491
"E650_283",2.66344173228448,2.20457939327327,0.0239448938117366,0.0239280698420678,0.0131364353010816
"E1811_475",2.68929631608084,1.85896544074089,0.00150879846855784,0.0614160123394659,0.0657341133352093
"E836_395",1.92212789464442,1.93426843296558,0.029411092336096,0.0157141434095338,0.0395761459358962
"E1121_169",1.9280243746121,0.532048724088974,0.0165421606881723,0.0158094645579773,0.00799913289355155
"E470_206",0.00847916139418659,0.0523395100425495,1.65860923642556,1.80911460271536,2.16644116516602
"E1523_272",0.0184173323159234,0.0138921285838076,1.99079442265786,1.98948406846695,2.1888198405666
"E1116_344",2.12184440630157,1.73298290214354,0.00300529827126729,0.0262300234648201,0.00149565202071068
"E228_226",1.81549846646963,1.57929425834483,0.0160608737447883,0.00733235438992026,0.0774965218841695
"E970_173",0.0220837555512556,0.0421168464711448,1.53687186573463,2.43921877604832,2.02948531560542
"E456_350",2.10293193844726,1.99809353033335,0.00707452197994393,0.00835292579173916,0.0338355243441678
"E1152_363",0.00133426405823116,0.00541826235374414,2.08119450299532,1.9297246520111,2.6072474761243
"E612_445",1.7070851014465,1.77012080946489,0.0190135803784943,0.00469911433117557,0.0958194084365755
"E702_15",0.00269524488297273,0.00323441596780174,0.452983679877522,0.014787885182053,1.87564683439098
"E1352_350",0.00164554648656604,0.0109809278961524,2.22543419245922,1.3522740307753,1.8713779231324
"E1009_482",1.87333186616737,2.28157468766723,0.0185078056747243,0.0124885303071881,0.00997724427645439
"E1056_103",0.0120869945800037,0.0654591102621242,2.2236971315438,2.72020227690148,1.37769261598846
"E888_366",0.0499624826108556,0.00570063802616131,2.33331878795967,2.30333736819331,2.3162982548212
"E1583_285",0.02955470302153,0.000120680823673618,1.957926982885,2.00417897946325,2.38222852387485
"E1010_241",0.00513702067073325,0.0391036902541619,1.85615855980626,2.08334633135427,2.1601171805131
"E662_122",0.0135078851710818,0.00621014883802547,1.34297022995372,2.6967869615564,2.83320256840627
"E808_490",2.36431354647014,2.408513209603,0.0147694480070152,0.00679098927503875,0.0048348046609744
"E1942_134",1.69987841409102,0.0566281461008344,0.0028784662441965,0.495992774490986,0.123119566640627
"E1850_151",0.0337266772697032,0.0440094166413022,1.90800268651464,1.84220897872492,2.0297968627473
"E513_66",0.0258154756759574,0.00263943717942291,0.315408105304719,0.392024847463685,1.73395743631282
"E1911_354",2.50569195293105,1.70627833263323,0.0290552167418363,0.0257200467733188,0.0607640321154854
"E252_309",0.008409987380754,0.0186526778298823,2.10358982325962,1.90877027775564,2.40740927451917
"E1354_335",0.0272566368495383,0.000259818502738196,1.72140787790633,2.32593240789088,2.31781183721232
"E163_14",0.000872349746746224,0.000828843616267331,0.666875231742359,0.0322991646716666,1.5886966446929
"E328_136",1.68788751397824,0.0179861891116434,0.00557223771835539,0.265763268888966,0.0473281072539713
"E528_383",0.00157652112309291,0.0146799322492114,2.45753207891975,2.53779205856052,2.54184024219346
"E1339_299",0.00937723671313963,0.00258422164338573,2.19004186696264,2.6957470236757,1.85174596005015
"E1746_371",0.0065384768582125,0.0134673733260897,2.09203333148363,2.39931297318948,1.94034594852406
"E1055_306",0.000458541094234385,0.00450788474572268,2.55718940287363,2.06323809294849,2.05482802578972
"E747_258",1.95134050905808,2.12325937359713,0.00557517601355458,0.0054732239863297,0.00780891858885015
"E894_319",2.04441637641851,1.3188770098255,0.055091616231114,0.0321200125305817,0.0286746453342328
"E219_373",2.62212295412027,2.4442563459868,0.0235860158145814,0.0433933180122014,0.000957660606942009
"E1386_482",1.71442039747065,1.95699365221497,0.0142027162373707,0.00010569122007077,0.00255674984826302
"E1549_192",2.22161500761355,1.51729397833246,0.00519056619666421,0.24833027796136,0.0115305820503369
"E324_35",0.180270754125618,0.0433195978548173,0.0663080963273538,0.00257838812953279,2.17141365140384
"E234_171",2.12556908591136,0.768736458602814,0.00569436643325652,0.0219346696333064,0.00388474173936862
"E114_339",1.9784247318231,2.3326692178553,0.0319022307466306,0.00180886638714486,0.00456600105778626
"E418_161",0.112122214551008,0.0194875165532177,1.66628696994093,2.21468930594433,1.84979355002988
"E875_120",1.33780181007853,0.00966160867277181,0.0396112113674891,0.534890657854898,0.0516208036386145
"E944_419",2.09924805068056,1.98086082941201,0.0985720790291449,0.00240234947871153,0.0252017968486883
"E1530_423",0.102105082468975,0.00394636715297259,1.83901387649973,1.38474760535716,2.8231954052632
"E381_330",0.00207440289382108,0.0125736292417771,1.61286626031236,2.31210382280879,2.24819416327947
"E672_202",0.0444476667122538,0.00702410545317295,1.85120398006047,1.95375984913553,1.87798249107413
"E626_292",0.00394064362305595,0.00978838871103785,2.29626639863457,2.17766731909693,1.72145877481999
"E395_73",0.0257990514979514,0.00568876440656761,1.24526446195567,1.27479780940137,1.6690355355923
"E397_337",0.00612772160337161,0.00374448661804006,2.5290254553824,2.63929402748466,2.28054934554906
"E1216_300",0.00354152107152798,0.0275969460409686,1.87428072583671,1.77666683424133,2.30807350206662
"E1292_284",0.00864182342769113,0.0348555189594644,2.1141234582439,1.51571912321449,2.1424717709843
"E1266_126",1.65338650864755,0.00205369550950291,0.109298792738723,0.0402524945577157,0.05125421070452
"E1311_219",0.00824695270185551,0.00427841562672685,1.60941312711133,2.06727818872849,2.45950070970615
"E922_192",0.00470038857154183,0.0176339036445486,1.66180303770309,1.97446149436362,2.19408730823896
"E628_272",0.000865955457597566,0.0438896111182609,1.62752806809055,1.91906893495322,2.02586336194296
"E286_161",0.0016157876726836,0.00289537651217956,1.84762707333229,1.56251116262999,2.29006951963274
"E1495_162",1.7235660582589,0.749082082261644,0.0479057653209307,0.0155359489180497,0.0135980824851074
"E1150_104",0.033728196980271,0.111393500166155,0.731470131358982,2.16975886863756,0.763226447170238
"E116_286",2.05029588492756,1.35789491424477,0.0110371357862273,0.00085938391612854,0.00678246385007791
"E1038_188",2.31793925270824,1.89402606943577,0.000623854197334468,0.00197258577079001,0.00356663510034951
"E1769_183",0.00342221558084367,0.00631054319074725,1.95432917909106,1.68153446604624,2.55591040015772
"E1287_265",0.0201525983889051,0.0139947568102845,2.20676820243006,2.24048946268848,1.93609504384023
"E1566_219",0.0653451433119684,0.00535372849696529,2.06900553311226,2.19162194995829,2.27443597098036
"E791_434",0.00455844474336833,0.0151827364028287,2.31971106827967,2.01253453530255,1.65358885221804
"E255_265",0.00337008276304345,0.00147144351485448,2.2196426395395,2.37446749274478,1.99174470694973
"E1361_322",0.00138556787095464,0.00108797568371588,2.98461629591041,1.80935512343903,2.12351038674777
"E580_292",0.0358492092558802,0.00220028153814981,1.77445357697539,1.47948413111624,2.01385337094013
"E1094_54",0.105277912436093,0.0244606420802299,0.0710304248539176,0.06181102804952,1.75002712241345
"E1904_383",2.35949120019426,2.84247414774379,0.00437970220442367,0.0243137029438535,0.0302255334836696
"E1944_83",1.59612507269162,0.0196352156637767,0.128604137030578,0.17500056313475,0.0523023596680714
"E1_341",1.89549506748006,1.89249891940092,0.000646672900412081,0.0906364626510791,0.0155679201078354
"E136_367",0.00881941059363369,0.0387862072001123,1.83475895531958,1.57933522407053,2.48835314925564
"E1083_231",2.30911877682392,2.66566553617042,0.00965960656165189,0.0166175647092605,0.002681305343098
"E319_425",0.0381380231324126,0.00575565083650727,2.14006240448156,2.74345079426134,1.46019132571506
"E826_75",0.0667745765619276,0.0234457396939545,0.700443614520656,0.661147649051099,1.84920777492773
"E1442_337",0.00566449626942184,0.0199486517482021,2.26473427527331,2.16260401362129,2.17196681433266
"E621_436",0.028513007673788,0.0013268659616937,2.25666690744316,2.63652065200775,2.2724858347881
"E966_114",0.022205340373304,0.0151187276475454,1.36860299386657,1.22518424129668,2.45787298775904
"E63_199",0.0164231143338056,0.00676657377801579,2.21991463387906,2.14860866227308,1.74121009468604
"E562_126",0.00246679132782823,0.002026343342963,1.23930971329488,1.34059584676144,1.91618002122927
"E523_286",1.96396755224839,2.50735126197203,0.00905382271248079,0.0207267694209028,0.0029269470800999
"E1516_201",0.0526575846633112,0.0113817057071994,2.33113198052064,2.78728659990478,1.02911102661803
"E1297_273",0.00110161874247278,0.00441269215188795,2.05135547883075,1.64904797954954,1.87312975995906
"E794_4",0.00820122208851381,0.0333001941458694,1.69477778000911,0.00966298025234698,0.61929664445681
"E299_286",0.0274309983163849,0.00143021226539031,1.52527730561562,2.03941614321246,2.2916556296123
"E1955_348",3.10108969118387,2.18411145210162,0.000718241433906682,0.0271097297798957,0.00962282670628336
"E514_254",2.19015788289253,2.31567961817975,0.0110755777045252,0.000470377319926721,0.0173642922766027
"E1030_468",0.0111466704672253,0.00298620660197371,1.83614713320404,1.56562013315418,1.76977048782539
"E1503_335",0.0676645449654781,0.0153937559294251,2.5555267940579,2.59701543097086,2.10203525011533
"E1616_285",0.00377036664212104,0.00787743590237413,1.75068039949952,2.08025595948848,1.90424836993088
"E84_132",0.000295604270114725,0.00047517218340936,2.39695857854628,1.73173431095693,2.06833006893364
"E1432_218",2.16115479056186,1.81496037107608,0.0430781875243612,0.00676799698845666,0.0346365104482842
"E1958_323",2.48732766831809,2.44326810011728,0.0024221433135025,0.0926313071808275,0.000759969333099145
"E1879_348",2.67071243358093,2.57051548818144,0.1641026626567,0.00382655703196136,0.026634097248341
"E469_486",0.0211773320099697,0.0245990581688606,2.4271626866168,2.72785058320669,1.94633011672605
"E885_483",0.0131966005876894,0.0068142947097411,2.15535800266696,2.21971173430607,2.07845109846575
"E748_348",0.0181781665633926,0.0148639040031896,2.24023764909395,1.8104954845572,1.70537541969787
"E435_472",2.57972787160577,2.21612320203999,0.01567819417784,0.0108780235142932,0.0217231882746646
"E856_301",2.17045910605345,1.82163830623999,0.0100797731381945,0.000431276922066228,0.0060933363394023
"E1684_470",1.94495961938073,2.11611959948355,0.0023841776469429,0.0167779548266468,0.000636662250467461
"E853_319",2.14315270257987,1.60416002822347,0.00248469739458596,0.000180186974589809,0.108513480612626
"E1866_28",0.00166999105691812,0.0154567693084761,0.359485436357693,0.0109093115010026,1.93440298905548
"E38_292",0.00257964360411395,0.00558818310043903,2.04445833157035,2.22742899141795,1.93466715622953
"E1314_290",0.109049588122582,0.011479202431945,2.10243304110624,2.51439732103295,2.15395355951499
"E1707_407",1.82983830150517,1.83512301444953,0.0483496823266641,0.0267296506306016,0.0257501373363816
"E1705_455",0.0151941558225586,0.0389381161625769,1.75929732449927,1.66560839009862,2.29169455258596
"E431_207",0.00814204160666212,0.00299480882207414,1.76426513559604,2.40035106175076,1.52483633665
"E1947_444",0.00856969247223461,0.00582705347415588,2.29678585416186,1.90776239001758,1.87019953500996
"E144_429",1.97085010049683,1.91326483573635,0.129376892247837,0.00240661675729574,0.0382644825971393
"E802_173",1.52499019903526,0.0431608634421025,0.000444189010067611,0.665010430652878,0.0424045907879019
"E1667_245",0.0598615572010379,0.0535864358220968,1.77475217613469,2.08047544279228,2.52119372570664
"E606_364",0.0163093258338108,2.16543986290439e-05,2.46899822988071,1.42348602499817,2.42207627988954
"E568_185",1.54239762716881,0.766103586967831,0.00958329092423142,0.0190177429257556,0.00793138350381332
"E848_411",0.0571729943311746,0.041710597726296,2.20780969630076,2.45818894537949,2.50956973790649
"E1161_116",0.621700961755908,0.0205753926253538,0.00701882632789085,1.14635303896224,0.20502412082875
"E283_322",0.133183887385765,0.00620468881672114,1.91375122089226,1.60969084497334,2.20451462093249
"E1784_280",1.95272526596255,1.49976483050217,0.00874131314400735,0.010783962294415,0.00522753131607425
"E1823_4",0.00170842249106939,0.00804510705457002,1.33221927999618,0.0010390683587929,0.672673933141864
"E54_12",0.0449742730697708,0.031073612575154,0.542459659804906,0.00266510730488071,1.61759081146518
"E840_384",0.00645238778881866,0.0039956069066326,1.62145929231085,2.09385466722683,2.49617076037387
"E80_55",0.219685440996292,0.0122935144677907,0.098727133335661,0.25944185623891,2.27148329974826
"E1422_316",0.02250481691852,0.0320578229193539,2.57514998006744,2.19647024689012,1.74023551302356
"E775_467",0.00767569834161434,0.00815349550691468,2.26930265670811,2.23620300630866,1.57784849230717
"E139_57",0.187658924863953,0.104363681748706,0.165019510093072,0.163800853065617,1.70340212494031
"E1969_323",0.0375188031920427,0.11884588900672,2.41584393856958,1.82421825814084,2.06667086439398
"E1856_116",0.0317881518227158,0.00316305162576078,0.60156806668902,2.40079725303718,0.944935815760844
"E409_314",0.0798320509874617,3.29739301072596e-05,1.44108039213633,1.9054018923247,2.3883960185028
"E1673_77",0.0355511443545879,0.0197091262228686,0.200582793185808,0.28265916689022,1.74105398812126
"E712_351",0.012166810927029,0.024082611913759,2.02541854031988,2.60477397709131,1.68953120972011
"E1462_285",0.00874969840713087,0.0330330117828978,1.92859103081318,2.25215208280458,1.86945541456351
"E174_162",0.0495349981102239,0.00738654520708734,2.60127699155241,2.35793728576144,1.73802564415634
"E838_388",0.00939965910529252,0.000596390991441702,2.28735793095391,1.86306182455646,2.04820826017036
"E1651_313",2.00474943619048,1.64753856303458,0.00643715496453787,0.0904502898286977,0.0129518345493739
"E680_411",0.0234305005965633,0.0585884787649431,2.0489518196077,1.61420386629666,2.70433220805902
"E1380_214",0.0146597587362264,0.0043944271983841,1.72340438268855,2.31744604728524,1.8142108673387
"E1539_227",1.80817447723905,1.8251648625695,0.00396626780652593,0.00298890420614794,0.0185088324824808
"E1841_285",0.000906159025743775,0.000342237976192424,2.76585356403944,1.35006709049597,1.94397818022
"E1035_248",2.18153176685896,1.61178111374479,0.0268969805387619,0.00349354825619797,0.0100220077179745
"E1865_412",2.20475589209787,2.09435542193088,0.00482339729206968,0.0299031987501574,0.000689746375991132
"E474_476",2.61640574617749,2.08958895574061,0.00195696786849314,0.0115906242454989,0.00652183305966327
"E1329_173",1.73252058496494,0.14164450461661,0.0218696219256259,0.000150678657428537,0.0072101413838229
"E1964_496",0.0570318806983499,0.00921738699053206,1.6388322320892,2.0418239842991,1.85795670823068
"E1817_274",0.0212579647079071,0.0160586633199343,2.21795194523106,2.59950554168296,1.93598705829031
"E1873_296",0.0113083394954208,0.00457381893560665,2.42212355511434,1.97746580796116,3.24939616710913
"E1466_62",0.00730767720737305,0.0334402580254504,0.000850374320805569,0.00850581362638313,1.6943725594896
"E1265_43",0.00257759106703816,0.00412598531720184,0.0224781962274185,0.00590634845461054,2.40681838482728
"E317_202",0.0606719277195322,0.00942078494724486,1.85515337441764,2.7385369251217,1.97997818163987
"E490_302",0.000125286222741237,0.0265980883042852,1.39518939766546,2.33869682554884,2.24742113911253
"E567_199",0.0261867820795859,0.0773728579453598,2.09165621259974,2.08048266231907,2.58322771572754
"E1259_339",0.00987645667127163,0.00713177809264584,1.83567263219341,2.09815109357761,2.19192167969372
"E1118_68",0.0426579703987303,0.0722867119175744,1.06850759272446,0.882727317312099,1.48266702067967
"E124_299",0.0198708206723403,0.0105497493209594,1.6950834194491,1.57605652349712,2.04842868232593
"E449_490",0.00111269594142488,0.0273039679690172,2.8846513821752,1.3505669050044,2.12577017093219
"E583_330",2.18819630034249,1.97877359366011,0.00255653921763928,0.0127878015130082,0.000837877351864382
"E201_425",0.0486620870658433,0.0129014063368142,2.02032807851711,2.2284883619967,1.90758628916335
"E1654_80",0.0679051786680207,0.00509473064405369,0.974520633651402,1.44168120594102,1.93863200471437
"E1975_72",0.47449728092833,0.0127127093177304,0.192820537358052,0.310373069315704,1.32829894452684
"E1220_204",0.00702693213601459,6.20123787695738e-05,2.12206680318323,1.95068377015536,2.00800820280192
"E4_54",0.00561106416482958,0.0613760123230365,0.00956730671712212,0.00868954109565693,2.10525279826781
"E1157_374",0.0629660255971961,0.0114682500967694,1.72120774852656,1.85591825505879,2.46942053458136
"E1963_482",1.6366893749113,2.1608772002264,0.0916713737162053,0.0123510442641985,0.169906270434325
"E1043_286",0.00222448145673462,0.00870754923452065,2.3539361358714,2.48475641605763,2.19336369507278
"E1406_486",1.5905189803763,2.75852571467105,0.00358069427240397,0.0127275056503242,0.00628606745186072
"E1284_80",0.0657958182622776,0.00184235009400735,0.181919252707132,0.165737945336894,2.25110219689583
"E1097_125",1.96536416741051,0.0146507388129124,0.0113493676608532,0.126982242271817,0.0288883058075838
"E627_487",0.0205092007154032,0.0195558746250812,2.10535968918634,1.58512412063031,2.00776914966817
"E927_5",0.000506170224819094,0.0102449174568843,1.46648010069104,0.0107100704786011,0.827151424183669
"E985_294",0.0771960228455813,0.0871792105202695,2.52037487808995,2.07986721942307,2.38775342236893
"E1469_346",2.58506500904856,2.44502786025887,0.00304182389661139,0.000512358081660767,0.0957032384994374
"E1895_96",0.0369687566738935,0.00421547186847519,1.56293959944065,1.42688068009417,2.07778087774327
"E655_440",0.00286898322199741,0.000753307822517093,2.22389439333309,2.6529915944474,1.94022282772536
"E788_268",0.0153566779719546,0.0578452730577826,1.62969761995353,1.59119641799453,1.52111178205287
"E157_176",0.00666534338203548,0.0053677158371831,2.20655792531093,2.12314700186069,2.03027954311352
"E1109_253",0.080020845801244,0.00742894491031867,1.85072404600578,1.92752924565893,1.9734427041148
"E1244_439",1.61143888277739,2.23999752148626,0.00366568364792421,0.0122399983593056,0.0267188360588466
"E1595_371",2.33195470977834,2.199322258698,0.0815438294636995,0.0291408843813931,0.0271922242209732
"E415_242",0.0153493193862207,0.0390410158620685,1.81497971880604,2.26823665277136,1.81553373215265
"E351_121",1.83217945744376,0.00170826449496381,0.0422297923677663,0.0226330740599481,0.0490155973987567
"E377_27",0.00566485437396068,0.00821481976973571,0.210725530846654,0.000359414123053018,1.4449442336796
"E1127_281",0.015697467664968,0.00358696310101425,2.07113100416128,2.09254861074679,2.23287793288999
"E46_296",0.012107588833612,0.0175272539428279,2.37310575622608,2.65372459949977,1.96252685341182
"E1191_198",2.22771009676886,0.13617122122572,0.00931033438002753,0.154998627419079,0.155476731154923
"E1730_291",0.00736598139243294,0.0626419488947599,2.2284608660942,2.10248032656182,1.97053899348288
"E242_52",0.0132351619062998,0.0158198074329738,0.0653396670376429,0.0485983350858399,2.16474300964321
"E165_396",2.17165733330655,2.00730998248902,0.000393270272406918,0.0103195806269463,0.0008382097182687
"E1019_326",2.21093315602416,1.68208202749333,0.0713716168252507,0.00361284129323581,0.0408555808005424
"E709_150",0.00279897322707516,0.00980604394315078,2.28430952385707,1.76870004324434,2.14086455929834
"E40_63",0.0122706253074247,0.000663508068831105,0.158644830973648,0.0843047317724956,1.89786336774026
"E842_433",0.150235863802602,0.0131281170895635,1.66800093317339,2.23366186829713,3.05624375994424
"E275_461",0.0253581893734773,0.036064435141109,2.31118808064883,1.82594094157866,1.53983314858872
"E493_427",2.41774390957237,1.77962640133151,0.0345766346414679,0.000859592208259933,0.00390162213605276
"E656_222",0.00634370988416201,0.00348610640333988,2.05137516994816,2.8434902536583,2.7823671505577
"E1477_238",1.43434539469034,1.45627239754429,0.000425584141147998,0.018865398726479,0.00698962644134263
"E1017_171",0.0272851580129078,0.0500504758622782,1.78133257579689,2.33483914385229,1.97305785144912
"E912_204",0.00855818740965713,0.0143591857179854,2.17067884379538,1.79463149974345,2.21164612796636
"E99_264",0.146843601268357,0.000201633691534751,2.0712248646571,2.21489165019921,2.38092763982442
"E916_133",0.228467074198472,0.030514179070176,0.134950811957712,2.34363839694565,0.473441715936977
"E57_16",0.000290985543125196,0.0161942304019323,0.212613576161388,0.00299448985543721,1.70741718369846
"E478_472",0.00861422518305859,0.0129798037867442,1.96052237147204,1.78100898521447,1.51967976449761
"E796_103",0.475028980798485,0.0366840528689358,0.0301258813882579,1.45108559184297,0.0703978149510265
"E42_92",0.0251278229019488,0.019243103341462,1.43917299184178,2.02146050355166,1.39087809754054
"E125_232",0.0684364862465676,0.0293230599290325,2.16132626532461,2.42153397637183,2.09430722726004
"E741_44",0.0238902232682509,0.00759056261369298,0.00397625254214632,0.0177314162561991,1.9144941445476
"E1481_340",2.35718754816257,2.06402962809791,0.00971130626103386,0.0194669357810573,0.00782963199959338
"E501_180",0.0217053987863126,0.0502153208467304,2.16116323279605,2.17475539270563,1.84848220976158
"E1648_67",0.0178938885751007,0.00855218379799666,0.0946089344179408,0.029196141684509,2.15047743151892
"E292_322",0.0115784664332504,0.0316731671053356,2.48789637170894,1.54563093882998,2.04787382511477
"E1506_22",0.0280065937333683,0.00776876580799277,0.3396305131969,0.0726111662182404,1.55498246257512
"E1173_199",1.96601248664258,1.43214027718224,0.0113280540630132,0.00279784628355207,0.00658437712494879
"E1649_70",0.00318521958802573,0.00700914314519759,1.38387446875001,1.65302869216629,1.41567843531353
"E614_297",0.000597297153918264,0.0192948105853205,2.11892242045837,1.59946893244787,1.42048494334016
"E1384_384",1.88500470763898,1.92761115885432,0.00573281868715052,0.00517709233428404,0.00170766506572508
"E764_458",0.0624443381202997,0.0043927461258808,1.80641212922611,1.87331293993706,2.570275700568
"E649_398",0.00780245637808013,0.0121932281230716,1.72025472766859,1.78014761544571,2.09228772998543
"E1696_326",2.03375369283062,1.64193900210439,0.00336539323789203,0.0114526563540049,0.00956838016336232
"E546_400",2.18517449770594,1.86331915570973,0.0343784002214811,0.00602231283068414,0.00273013065271545
"E1982_303",1.74244350334455,1.8734241657308,0.0146106933014699,0.00333794375456798,0.0065934556106292
"E1271_296",0.0226478487061489,0.0332513977507399,2.11572049811854,2.33577838224977,2.54828841117537
"E1356_109",0.0260214451059922,0.0113620693380998,1.50489183255349,1.96140436358451,1.67595974870622
"E1507_89",0.00565421385722917,0.00542378108809703,0.602369903227661,1.25264796069942,1.527312086936
"E1802_103",0.657586638957333,0.00235686772842036,0.0100528470531176,0.0184756785724344,1.3557121894386
"E1420_107",0.0810972996420549,0.0148968386325122,1.78376702511999,1.7634766515974,1.21176061131308
"E1694_41",0.0347444272401441,0.00594589017936121,0.0276720171276845,0.00205267039514673,1.85361878443228
"E66_55",0.372016085999029,0.00185665341869979,0.084193611247009,0.137018755019669,1.58615425603659
