"","Dbx1","Dbx2","Irx3","Nkx22","Nkx61","Nkx62","Olig2","Pax6"
"E1657_336",0.0124617999767913,0.0050042083878206,0.0167472249865457,2.39630910608836,1.88984980428541,0.0157497413248063,0.0412233871188185,0.0233494600631927
"E272_189",0.0632432154759182,0.00503299157773614,0.00643000724881668,0.0476642246340359,1.70607369864881,0.0472985561523759,1.92132024175969,1.98573100272699
"E610_390",0.0108053952298998,0.0362124480235286,0.0085858181437015,1.81570031224292,1.63821738496177,0.0304785485890926,0.00209841891244644,0.0256219769379725
"E1755_344",0.0271010769582773,0.124388283935168,1.55809671611387,0.00141304852151006,1.59082640848012,0.0838083687188996,0.0610152263633124,1.92071356521974
"E1025_215",0.0295595995869536,0.0463414853813019,1.88700716343577,0.234555010572668,2.49410407497478,0.0610023288033666,0.0935694434402826,1.90715411382625
"E1121_35",1.2654639638466,1.1571043974034,1.10334027544276,0.0930636054076471,0.616711736728571,1.47164087041356,1.16633578422432,1.84595145532492
"E1971_131",0.0531979313998146,0.0815700915789389,0.104669105525939,1.07676306641637,1.94379888549348,0.0741151423302336,0.0254675525402779,0.317093822982369
"E1787_399",0.0509623466877471,0.0340504005915217,1.97231993509573,0.0141405092604724,1.55444985316278,0.0460514984086937,0.0195854859921621,2.38010102315055
"E1707_375",0.0928342655289586,0.000458896018826413,0.0335256186669991,0.0699311509486607,2.46180330052293,0.0057982737189582,1.8182559709227,1.51621543949895
"E1080_427",0.0379577753494347,0.00181172716890629,0.0204175397173173,3.18228813644847,2.38292210811126,0.00451785623423771,0.00129081977627958,0.0243112353647667
"E1749_59",0.359326525126633,0.238333698226429,0.423116283767379,1.54428154162633,1.99385472096962,0.398109247153453,0.804910808162856,1.50337806368671
"E1614_449",0.0200536425987119,0.00863185136492323,0.00643770685384125,2.03891853685683,2.11766376829288,0.00118801758606837,0.00239240331849521,0.021596886754866
"E390_264",0.0198692526206553,0.00404450113287846,0.0165436624932296,0.00260008119640964,2.93557122627644,0.0101517542421254,1.79930102999173,2.13370042885048
"E1499_1",1.08536134190371,0.939220043484726,1.00578901923952,0.924844824581585,0.655054980124865,0.859852591254877,0.995676111525234,0.935665097029196
"E415_215",0.031404323201372,0.00917339921714686,0.0921732791715554,0.0012345806938187,1.64945883773385,0.0139051513316389,1.80640137872417,2.10052871058292
"E257_427",2.38528972932478,2.7783648789667,1.63029402658079,0.0267558734904001,0.00244045591700705,0.00508688345837775,0.246557036293059,1.7849511802676
"E604_472",0.0293417531177047,0.00705862137441051,2.26125535749948,0.311351162197565,1.90855915892483,0.0815235204850356,0.0258975842923781,2.16727453614222
"E1252_21",0.511074342230786,0.498303194189869,1.07031391324999,1.45975887264198,0.874322957193984,0.580187576258356,0.916263732214872,1.13222080412556
"E1536_293",0.00562714108260886,0.00546855504357348,0.00122711308353107,1.90928339889641,1.64857096891499,0.0142360465229188,0.0129713729635183,0.00377372331874108
"E1109_424",0.0488348563083953,0.0434594001445048,2.14184456933906,0.0500745924894789,2.0613624409575,0.0144979276298464,0.0179206710027674,1.48732523170633
"E1143_310",0.00537754756424832,0.000592204547868851,1.58166228944437,0.122608502141299,1.9454623150355,0.0171934986002625,0.00917708357929241,2.05324514891503
"E1710_164",0.0211393071921306,0.00192316085467069,0.0755211076342565,0.779297506898716,1.92028319856838,0.0302098091371457,1.93855973025065,1.50267256106631
"E339_92",0.00415840286477781,0.00072063636801095,0.170393503294875,0.0281465222398595,2.74511378853838,0.0134648047830054,1.46654503772229,1.73501961346717
"E1236_343",0.0185353257966703,0.0219701625340227,0.0890096736371025,2.07501475615563,2.20645070743099,0.00188668844358724,0.0342962170198807,0.0140958417425667
"E397_370",0.00460786985518612,0.00430832437670271,0.0279135361331021,1.85438023805805,1.75489365269756,0.0366510555669242,0.120072685127261,0.0186326823002433
"E301_426",0.00630417443791384,0.0507971441744416,0.102433408725599,2.13329287734704,1.94547183332455,0.00930719076765447,0.00131153992806255,0.0399979433901487
"E794_312",0.0477724364575559,0.00715842565950409,0.00820443607764089,0.0797303002727285,1.74727999098811,0.0769683849926179,1.60474119220704,2.03824187453071
"E595_490",0.022707535056659,2.00405192737308,2.26961134617657,0.0105270630412502,0.00970590831650559,1.99011734612403,0.0618870284142087,1.95186663175935
"E524_363",0.00608718646441248,0.0128202144044496,0.0144134057432797,2.13278669618601,1.54383932602871,0.0146847231453784,0.0170412626896625,0.00373086570135329
"E1763_362",0.0279225614652462,0.00887443109920551,0.00566520061460477,2.2035305192673,2.21895296876422,0.013021475297556,0.0440932742881095,0.0643342954961609
"E1065_305",0.00887180216619865,0.00499389349104252,0.0291978189418009,0.0428779248134337,1.93640129582927,0.0111078060195624,1.79524295332044,1.92016465432128
"E1745_255",0.0113065160098001,0.00440856684964466,0.0471521831162724,0.00494046278337463,1.65889399517576,0.0146330058776791,2.04944374696501,2.44376694278743
"E1732_398",0.0102919958415066,0.00303072040848604,1.73994194018168,0.0124790136423917,1.62356656385347,0.00226663527069967,0.0279919052187228,2.21034538718393
"E1808_77",0.0634800751305237,0.000551668122463154,0.648366573568764,1.57841958506275,1.97970386415756,0.147515356345361,0.126830065744737,0.214239829292164
"E813_354",0.00711866971824012,0.00330977748470765,0.00340621953307461,0.0244098893812116,2.27947069827321,0.0724487419743368,2.18120189653869,1.84456931117163
"E394_95",0.0125779968094389,0.402810228775669,2.58586853109651,0.37635961966853,0.971076218261353,0.315425826084622,0.0731147546878127,2.22163398231986
"E502_12",1.1646252435749,0.590879653337296,0.447513767401857,0.878217048459072,0.526361405896793,1.06840350886599,0.56032751771677,0.823397070210896
"E161_348",0.074097460200721,0.00245295699020636,0.122451561112115,2.02994254634151,2.13383772160855,0.00060113778049433,0.110456803898932,0.0391238092521854
"E532_38",1.38698781313956,1.65877731606711,1.79791459517099,0.103329841021429,0.554118391918975,1.86187704357511,0.59930738802056,1.79128228684838
"E1066_72",0.389316117257617,0.0623621194615808,0.819705633688872,0.159335006177594,1.32714857076726,0.0643367891876542,1.78222594925992,1.77232394495435
"E147_292",0.0370973010029357,0.0214427347516595,0.0127771909047457,0.0216115065986182,1.54110092543897,0.0143713713210125,1.94637596889563,2.37301659320204
"E420_141",0.762167114738757,2.10544211765732,1.84382836671296,0.000444864428291496,0.0188744407157186,1.75550244135461,0.0293188757547317,2.47807675907503
"E1941_105",0.553933800728487,0.415798013139422,0.646475674392489,0.0161761759422313,1.17810356818923,0.955019935193101,1.2925000545065,1.91219662810347
"E207_240",0.0568835802324695,0.0144208785075716,0.0377088583155869,0.000115822450310018,1.63550711546726,0.00163080033606022,2.13608475653177,1.67448170533297
"E946_162",0.000275583327606141,0.00116576028837098,0.00266338669993198,0.0317828346322128,2.14997527197302,0.0199376128090731,1.88634167773501,1.47356871434693
"E63_456",0.00584835894678698,0.0282640511627349,0.0122689374636364,0.00812397480420959,2.39884184635655,0.0194835288438295,1.93580430581561,1.60460091902267
"E202_302",0.0340740859645613,0.00146295072929335,0.0123650399036672,0.000274125139654307,1.92888747274638,0.003410406919835,2.05540376631803,2.02658227141783
"E278_213",0.0601313884792513,0.0417526658861105,0.0760391295950859,0.0218929944484177,1.71262982761634,0.00411934409255548,1.82102314624641,2.04225267941665
"E658_361",0.0205977015447528,0.00465735279035163,0.0115617102560629,1.55984178634296,2.10707548142148,0.00234508695527334,0.00815145381002306,0.0237298955437081
"E1816_27",0.604402417470935,0.159124186191939,0.473142341517291,1.01015222085901,0.891485194309336,0.224323113971001,1.55803423421288,1.2863574602273
"E650_105",0.871243383198266,1.08329255343669,1.97647152950735,0.0016212857450619,2.1897839570534,1.34044779520145,0.0160877658773005,2.63708454352542
"E1217_204",0.0467433794768449,0.0133591495233195,0.0118337141290377,1.7871602723001,2.79624230277203,0.0111347544154497,0.00221703998193586,0.0323599870852609
"E1205_134",0.502885060930187,0.700164613238816,2.14402939818611,0.145426133831275,1.58412377230341,0.695999904908084,0.0368833014602826,1.846880585358
"E609_245",0.00552788675333319,0.0309879772477636,1.79104648740529,0.0673014145714391,1.95928649969795,0.146873475783684,0.0248079287869405,2.09788209101091
"E1552_401",0.0100925363437676,0.0131835459887983,0.0103042723863785,2.30337091834596,1.9345441090797,0.0221647859108003,0.0290819037111945,0.184478738895294
"E784_47",0.256329291672853,1.76642211024168,1.37485729015868,0.557263462981999,1.20959637498534,1.37764368550187,1.94391204742552,1.93067702567065
"E802_268",0.0399608355187491,0.0136868166553519,0.367691553986904,0.354639192424665,1.68664605963001,0.00270277026965299,0.398478780413446,2.2722195088582
"E1864_394",0.00855010674357301,0.010446101922362,0.0137232180278074,0.00752080170202516,2.60882639470591,0.0418795084365099,2.46585565496519,2.09005813545256
"E130_440",0.00126345719303664,0.0175157097472942,0.0359100684467677,2.2479217797811,2.45916796254267,0.0268900156260792,0.00177588655719995,0.0167704906752599
"E869_7",1.08711077128496,0.347477591026537,0.915465058472675,1.15250859125732,1.35152247621422,0.729812989866363,1.11824164975165,1.01103025988758
"E1748_106",0.0706037476864521,0.0342359596410169,0.701084214664181,1.63140030210007,1.73349348778854,0.334255193770003,0.304836822875959,0.269854760688352
"E439_70",0.30436308889521,0.024809165704719,0.357390708215976,1.19006883830389,2.35675374575471,0.154729849417367,0.279603949786919,0.431471800813826
"E826_150",0.098865517618722,0.00249418028099266,0.0950898800182625,0.131531959543027,2.25834638233809,0.423901602747692,1.50239534051446,2.13784017249484
"E1104_260",0.0460174615469993,0.0422396474712215,0.00188082894232576,1.91870428623972,2.49155209738649,0.0583464840578495,0.00415458159524699,0.0015449657722077
"E483_381",0.0521734636328706,0.0205493185357393,0.0153128711687576,0.0387038919202481,2.05648899561167,0.00135267208627741,1.82480072039248,2.18071364361059
"E1537_58",1.84530239341011,0.736486090022737,0.898973307648265,0.54301729140452,1.65390725378414,1.26871450212307,0.674981699219918,1.22963104181987
"E769_454",0.00926400592251822,0.037052850769187,0.0197600629505072,0.000498029012004858,1.97556890501088,0.0282857059594823,2.11890548049282,2.29221540002268
"E879_289",0.0589603262341462,0.0160117259979753,0.0600162275359953,0.0046695365520919,1.55979117568511,0.011092702954059,1.96337996598224,1.84616761592631
"E1140_204",1.76779460296788,1.41635478568736,2.09194485382712,0.00934040121283133,0.803382708667882,0.0730852104166192,0.0189219533114223,1.88544236201656
"E1929_276",0.00170315088910311,0.0541415796037529,0.386927711131904,1.5407033520079,2.18374003524066,0.00840392999793311,0.0490421736069899,0.701881622206993
"E1751_62",0.420094364078032,0.129199030718013,0.202518470568874,1.77620239799645,1.61427859030393,0.752606190810016,0.0423583032655144,0.0927295160621987
"E1319_469",0.0124351738049493,0.000565006408131064,0.00154341764760655,0.0306002605482489,1.90596031521029,0.000332012614783401,1.83442239180962,1.89543239719956
"E654_239",0.0479218160887817,0.00678184756182708,0.0557417573741356,0.0876573435388918,1.88593050905792,0.0303702118254256,2.08841081273057,1.91360177160267
"E116_239",0.0250499543741533,0.0877646461416904,2.35695022105696,0.00689943106868427,2.13922210977706,0.0382034602811699,0.0312830960378456,2.37163194753749
"E1462_198",0.0134600965918969,0.00461471756020553,1.62681270279617,0.377179271336331,1.96759617872046,0.00366725995801835,0.0181067313722976,1.32482758873036
"E1769_390",0.106435640191271,0.0498182656271033,1.30260425997662,0.0401099307916512,1.83820126542972,0.0110062511666967,0.0124957535674113,1.6167282854363
"E1175_2",0.940009659791018,0.871785127402996,1.04053608458793,1.02469453145442,0.982542566424528,0.928427930355066,0.73500807860883,0.982270836578372
"E1847_343",0.0197663382373077,0.00298640007579106,0.0153076869812985,2.44392789902685,1.71024298614959,0.0111726959175546,0.0431022248878581,0.00026449181629749
"E1757_418",0.0130766839667449,0.0226242522747869,0.0530118423158462,1.94034148901707,2.35694448846587,0.00609589096736211,0.00669404254935166,0.102813797432561
"E928_336",0.0248881675722318,0.00147435257632027,0.0258907729014323,0.0291092898797633,1.74083137756945,0.00157184495073527,1.3884479913638,1.91333715990906
"E1573_497",0.00921449628144884,0.029114392393125,2.25345972530347,0.0712270169500164,2.48227633236667,0.00498153949693843,0.0251785596069619,1.76775911466182
"E1555_126",0.0201293421088555,0.0096244872692625,0.00868956408915678,0.139930233443393,1.91167360335633,0.120405592554634,2.20186845637515,1.49212831576722
"E449_61",1.0250289601231,0.306149952487898,1.44574862203048,0.343565484264582,1.29371084235994,0.449168433474676,0.304184289335754,1.29908758848486
"E1607_365",0.00677892245392507,0.0440562314143723,0.140820336685358,2.29539516633086,1.66314953853629,0.0444297095393568,0.0568908182299851,0.0425898698662467
"E797_133",0.0467015660904082,0.0215535558546901,0.160583723291384,1.93682732174182,1.98367597900553,0.110354299660273,0.0153937067227208,0.253808015821077
"E998_1",1.08890807140837,1.0984176071854,0.919708741104101,0.902762726074004,0.947879491131513,1.05218091247657,1.09186676704374,1.15893407083013
"E1019_1",0.936866886651477,0.922363193890856,0.949515294635844,0.803824809495447,1.07783984111597,1.12155057212595,0.997625870986876,1.02204259369819
"E559_45",0.0885330908271946,0.109198003843798,1.16426286927816,0.23864195992263,1.7954422170413,0.0431465986684592,0.344684423430669,0.558251511474945
"E787_442",0.0464746343497873,0.0718961375903429,1.49869738156397,0.0137275060580912,1.77676610491545,0.019377038715511,0.0125092578759883,1.61670945960385
"E1604_191",0.0448348581938442,0.00363928274700569,0.0189927035496617,0.0892426766129396,1.99188789958478,0.00748466077599683,2.13765254088742,1.90608017194528
"E1859_80",0.199955898403439,0.00848285967698042,0.215630375250269,0.081856967697011,2.01767383184347,0.182619078864003,2.00139680237798,1.76309042199884
"E1872_200",0.00926106920486226,0.00168397198298315,0.257653458659909,2.09865184194367,2.26001417517684,0.0181273525771242,0.238329562992114,0.603666884086134
"E762_407",0.0131099942903024,0.0623252007454848,0.00883567677802225,1.43738746720407,1.94030535977361,0.00735969587300462,0.1328154635836,0.0956203782776474
"E64_35",0.807631704264648,0.190817397774998,0.157677841117347,0.967066756004,1.21772497756908,1.01927531986623,1.05498140299478,1.04573783288395
"E1108_99",0.787481386287979,0.0334120585143889,0.199090970592523,0.0403422878929683,1.50291029750672,0.000473629147418054,2.02388608321607,1.92869949419983
"E1818_366",0.00566606584881713,0.0437462434272123,0.00734606988207553,0.0214500461337413,1.48361842698113,0.00749355980224455,1.53268714884399,2.46024955408463
"E69_444",0.00176726975220632,0.000823567287676326,0.000802640389791166,2.00931263227064,2.11591789977388,0.0177506435885277,0.0175107803749012,0.00822235709759128
"E1879_288",0.100334274821494,0.0171934811005237,0.00175496036165352,2.51584224379502,2.04873566250482,0.0255964930513255,0.0620568508067749,0.0171604361061527
"E1128_72",0.604952637785095,0.504379913679931,1.31061266039394,0.202150701906383,2.14769129653677,0.386599346904962,1.66563150529088,2.01722037871485
"E1301_452",0.0381566711262424,0.0351660928205507,2.3843807902589,0.084849848638561,1.56160131103922,0.10998516120649,0.0177296830277264,1.98128967449801
"E833_275",0.00650384936450738,0.0395505613450414,0.0229940951459444,1.78465751464017,2.44969369897339,0.021410573774996,0.00559747797923098,0.00711786104769877
"E844_407",0.0137963393480865,2.0497767530208,2.1289028492653,0.00486848716936209,0.0279069601661549,1.79665906524702,0.0194819985883709,1.62094573943032
"E1146_256",0.301599007244261,0.147573204508292,1.77000654835053,0.0208707231893738,2.11123118210796,0.489957240728622,0.801329451359223,1.64881532620639
"E72_245",0.0473610935042801,0.00223823011963195,0.0313619237368545,2.0053731164369,1.84745202665484,0.00848209313914443,0.0333198203800808,0.034141032133309
"E1259_202",0.221657660141364,0.0135658186874056,0.0632574913963434,1.95217893480287,1.93574271376431,0.294011128217817,0.250905535005735,0.134698064053352
"E282_73",0.180926804532961,0.402464227651067,0.330480275537711,0.0484352680920893,2.24453061178525,1.39260971647149,1.66109807102228,2.22658899593873
"E1347_305",2.11690746736709,1.76384459899618,2.24206414753748,0.0239164234212739,0.00193117308661114,0.000650896942510549,0.0202657538572475,2.01976054012111
"E432_452",0.039071520031705,0.0242503425922612,0.00494556281008202,0.0245079790430845,2.33730243003437,0.0218987818930683,1.68279046566321,1.50908001810161
"E1975_407",0.0120753073401216,0.0462401346677046,0.0831367958599451,0.0544543355527305,1.74787015641573,0.00607380015980123,2.14984435885525,2.20728736991888
"E937_114",0.134255635738302,0.30176703447431,1.54459439450738,0.876081971995875,1.50384665795663,0.593541260077024,1.43180208303402,2.01283994131822
"E850_96",0.501082915406304,0.230929880237399,0.37182268245655,0.122802518052501,1.64095895801253,0.0273555464310022,1.965309565412,1.90819299072987
"E1504_387",0.0430541888615043,0.00664889015003404,0.00100838820334482,1.79889164114038,1.96193083087532,0.0184721975330445,0.00208357183972497,0.00873663166320556
"E1705_60",0.317095831952988,0.436200774437761,1.2289639575762,0.345277155838747,1.35501489902246,0.351507358185601,0.874275695539053,1.12518528765154
"E573_20",1.02124944523283,0.642470123177655,1.48703329183453,0.83498845821211,1.55643963535493,0.967321210602471,0.726422290708289,1.19191675948391
"E1852_462",0.0283594594803291,0.129044479323752,0.0353344534739625,1.9080254185875,2.1146110310665,0.00568399175762472,0.0311146481065175,0.00130346330355069
"E11_434",0.0236739859986743,0.0358425090335492,0.0175894934280428,0.0132026874214758,1.69077235647984,0.0130231036162808,1.92718438321905,1.46532782062958
"E1624_337",0.0421458249583368,0.000110845613616036,0.021271600662565,0.0372420855394786,2.13078724400552,0.0890261242123102,2.16155777433942,2.24938048754634
"E691_370",0.0978114880925495,0.00260793614156933,0.0324894599997891,1.77143907253421,2.09789306702391,0.0457444562541459,0.0167913592123482,0.0112503560565521
"E375_97",0.0802331645260354,1.020511236724,1.18740214877705,0.194169028360812,1.01336684920958,2.44028594781383,0.443412766577246,1.97840414583952
"E685_266",0.0172277225231973,0.0605368411232899,0.119175493970311,1.95175228171477,2.1638285617081,0.0831194361499269,0.0165351431076979,0.0125625460657593
"E275_385",0.0319439431104732,1.80731926959718,2.1923814417189,0.00593418085855635,0.000154356494353292,1.77533011181772,0.00240211251079942,1.71230456921255
"E1040_372",0.00565284339775422,0.00413827291236378,0.0016019649608905,1.55558689461773,2.06642126404142,0.0194470585221466,0.0151985450014116,0.00536842606409754
"E1985_422",0.228125901799865,1.67422668435028,1.21582483830539,0.0591817846285231,0.0305231141807085,1.91346916482945,0.014675204237973,1.59277923782568
"E473_471",0.0471228800589005,0.00283131167315197,0.0977607385739153,0.0190065553932618,2.71324815349062,0.00699230320143205,2.09406458936274,1.95743375214724
"E1464_107",0.0559825311921023,0.000736644292320417,0.146208241696952,0.0129039882781743,1.77686912728107,0.0998769218171377,1.79873298985662,1.58789695810194
"E503_450",0.0085131474196482,0.0394263350892616,2.13358950714361,0.0481246925078346,2.34173802423859,0.00045000238577055,0.079957271357422,1.60019714415229
"E1242_307",0.0315973291299973,0.00496792360294426,2.56194758375579,0.0989562912188154,2.11956332899733,0.0144737584119931,0.0064964157346074,1.96894259695585
"E1803_101",0.231800618464667,0.223431560085287,1.23853394285718,1.39601030320302,1.38365875175652,0.0988302016682256,0.437265966318585,1.97334858318507
"E151_469",0.0264989064199091,0.015902941604568,2.14188294623251,0.0123749945926961,2.06232072430337,0.0527431024917905,0.00570218380069537,1.51003130011372
"E814_449",0.00397030197520678,0.0168117077029389,2.2846749932517,0.0831035653680923,2.14418369270631,0.0315436622731391,0.0227926252957689,1.68308953892395
"E1836_63",0.731107669028356,0.260305984555603,0.763903600653575,0.516446676861039,2.09011829611649,0.279915738952467,1.51975270772495,1.99407897166554
"E482_136",0.0134054455044271,0.0474386166223061,0.173238180822999,2.12132558975072,1.59467891584395,0.00050849837858662,0.0657347381739821,0.0748494825854661
"E640_17",1.04976198402898,0.408794818829492,0.673330582429147,0.78987927035528,1.03297839515966,0.796128046646542,0.889093382758094,1.03772647659916
"E614_178",0.00864213464094721,0.00920471609711113,0.00933943546289952,0.0397587067511115,1.86031238651865,0.0325939961743052,1.67720554892507,1.9781837213269
"E1795_246",0.115093004602552,0.00282471695427535,0.02074213199403,0.031275965019229,2.09826343280513,0.00467977380299001,1.78796095709774,1.65876856477434
"E1874_107",0.485161548182098,0.0722690703547045,0.214977965082646,0.0199720809990519,1.87746444532771,0.0469009924920259,1.79287605006722,1.68186779423085
"E837_480",1.79485857119414,1.81839564339982,2.44855584040331,0.0165101415353718,0.0156701866182848,0.349939717525917,0.0215390211383343,1.51952039155072
"E1488_352",0.00538124782675338,0.0255541679015195,1.58512515825436,0.00700119318166904,2.15420349986438,0.0248607568027979,0.0501130462291861,2.09161210770441
"E428_309",0.073185541940159,0.000674004711390445,0.0323882435175286,0.000110443939428502,2.10818276750337,0.0438586323642296,1.5875973009689,1.37366828487913
"E199_63",0.449116093674593,0.242649133365661,0.887116545084894,1.64712040069443,1.4468560086765,0.258256407100101,1.22616603340961,1.48090919345737
"E1557_374",0.011922474240489,0.048717247445178,0.0241421858843373,0.0033593223631022,1.93961299604079,0.0114270681394543,1.97100890864724,1.87965567014544
"E777_492",7.99604503754553e-05,0.00650848077948531,0.0145560798795227,1.68848522544656,1.99611507767401,0.00678380094508895,0.000566944666716633,0.0279729533067195
"E1335_101",0.00373354588757599,0.0950256724332712,1.6125059863728,0.115542429906033,2.06838176585969,0.023525609220678,0.0746320919631617,1.92875951362115
"E1241_495",0.003296428772029,0.0036247030909361,0.00139353467088184,1.68637156976906,1.8603144990278,5.99587050223839e-05,0.0230824441234768,0.0638542205798469
"E33_482",0.0316202033692762,0.00513880165306984,0.00290253759502464,1.65063479526086,2.03781701313153,0.00307880723585913,0.00414521969261807,0.0482470824259192
"E1060_41",0.826782759401418,1.30720250839583,1.66205057160264,0.126448437603868,1.23713430081651,1.02933546243254,1.00306562127446,1.38420717487657
"E491_80",1.65613947544278,2.05329936289505,1.83026096570018,0.076972378435964,0.502223960593189,0.369345031130331,1.26697627616752,1.55377583363064
"E1947_139",0.00355885891137972,0.000473303424158674,0.167736813671214,0.00870769890757176,2.04217543189579,0.0485411270615504,1.87912236201932,2.15789852952812
"E1577_489",0.0130160021328996,0.00288095076665547,1.83739286671468,0.0260148115814057,2.17394503528057,0.0703392983306551,0.00421159793936331,2.17720792116342
"E354_466",0.0469444081738765,0.00102586298496024,0.00814495460103605,0.0203119923536273,1.98823373471363,0.00535591103586169,1.67266918383455,1.74319078277213
"E875_300",0.0565679952895351,0.0489199198224667,0.00835955151088674,1.33585718875468,1.94121263143489,0.0302203789475963,0.0357692938529878,0.0515920533666147
"E132_339",0.00323364494797185,0.062634442429396,1.93955700046254,0.0312352584804508,1.89099200580407,0.00286111146531015,0.0304396866475118,2.11539634088537
"E1708_188",1.19984690546175,2.02284795621839,1.94033536180149,0.00135288812755524,0.650639875991213,0.952272072212441,0.00366596678313285,2.41910234676934
"E1909_151",0.148094328164698,0.0509573642753078,0.166510141707186,1.55545600892312,1.71126022084474,0.00901596885803346,0.249689358250018,0.0852623842688612
"E472_377",0.0676794110593457,0.00195535653188437,0.0131824576382888,2.41547246751303,1.44597510877887,0.0539819932072379,0.033811418023116,0.00761218089696731
"E1064_117",0.109363384782726,0.0584355225158462,0.465015401575309,0.0212132053707931,1.71700742521285,0.125609745952618,2.03529432555811,2.05474233286697
"E1029_67",0.792164275945421,0.525671687212006,1.8889174330159,0.805505846387302,1.65680642904912,0.814995617502871,1.26354170637988,1.93544922137404
"E1321_418",0.000186907307515711,0.00723378254753062,0.00201787797768147,2.19941182343463,1.82747732810252,0.149512226611001,0.0225519326129594,0.0166677923798747
"E1962_282",0.0233856716215304,0.0119185656610406,1.6505227190799,0.112193900089575,1.98222600699049,0.00358435712678127,0.0106192497658098,1.86292100483178
"E246_448",0.0161067278651361,1.74876806316089,1.76883218411143,0.0068716179931471,0.347612368547519,1.89200162476956,0.00929995301459246,2.03459414358649
"E497_393",0.0476743476457759,0.0135393672473068,1.63445253574804,0.0591620628844318,1.84186286602284,0.0177946752593332,0.00635329392644839,1.51937589601916
