TF_idx,Target_idx,Label,Score,TF_name,Target_name
1039,362,0,0.4445222,NFATC1,EBF1
1546,1211,0,0.4445136,TCF7L1,PRF1
1541,1367,0,0.44451198,TBX21,SERPINE1
362,1172,0,0.44451123,EBF1,PLCL1
1541,633,1,0.44451028,TBX21,IL12RB2
362,391,0,0.44451028,EBF1,ERBB2
1541,522,1,0.4445102,TBX21,GRAP2
1460,462,0,0.4445102,SOX6,FOXC1
1094,1517,0,0.4445102,ONECUT1,SYNE1
1094,1116,0,0.4445102,ONECUT1,PARP15
1456,1056,0,0.4445102,SOX13,NMT2
1473,522,0,0.4445102,SPIB,GRAP2
1473,1020,0,0.4445102,SPIB,NCAM1
1546,551,0,0.4445102,TCF7L1,HDAC9
1541,1620,0,0.4445102,TBX21,TRABD2A
362,1551,0,0.4445102,EBF1,TECR
1546,598,0,0.4445102,TCF7L1,ICOS
1460,61,0,0.4445102,SOX6,AP3B2
362,204,0,0.4445102,EBF1,CD40LG
1473,432,0,0.4445102,SPIB,FBXO16
1094,629,1,0.4445102,ONECUT1,IKZF2
1460,1249,0,0.4445102,SOX6,PTPRK
1460,48,0,0.4445102,SOX6,ANK1
362,129,0,0.4445102,EBF1,BNC2
1791,1040,0,0.4445102,ZNF143,NFIA
1460,204,0,0.4445102,SOX6,CD40LG
1473,1679,0,0.4445102,SPIB,TTC28
1460,388,0,0.4445102,SOX6,EPHA7
1460,888,0,0.4445102,SOX6,LRP1B
1473,1056,0,0.4445102,SPIB,NMT2
1094,1617,0,0.4445102,ONECUT1,TPD52
1541,49,1,0.4445102,TBX21,ANK3
1791,104,0,0.4445102,ZNF143,B4GALNT3
1473,451,0,0.4445102,SPIB,FILIP1L
1791,1250,0,0.4445102,ZNF143,PTPRM
1094,15,0,0.4445102,ONECUT1,ADAM12
1460,1481,0,0.4445102,SOX6,SPTBN1
1460,1111,0,0.4445102,SOX6,PAM
1473,327,0,0.4445102,SPIB,DIP2C
1094,278,0,0.4445102,ONECUT1,CRADD
1791,326,0,0.4445102,ZNF143,DIAPH3
1541,915,0,0.4445102,TBX21,MAML3
1541,604,1,0.4445102,TBX21,IFNG
1473,326,0,0.4445102,SPIB,DIAPH3
1460,454,0,0.4445102,SOX6,FLNB
1473,1574,0,0.44451,SPIB,TLN2
1396,736,0,0.44450647,SIX5,LDB2
1396,1250,0,0.44450635,SIX5,PTPRM
1396,886,0,0.44450635,SIX5,LRIG1
1396,1219,0,0.44450635,SIX5,PRKN
1396,1040,0,0.44450635,SIX5,NFIA
1396,208,0,0.44450635,SIX5,CD8A
1396,1099,0,0.44450635,SIX5,OSBPL3
1396,954,0,0.44450635,SIX5,MGA
1396,1553,0,0.44450635,SIX5,TENM2
1396,1285,0,0.44450635,SIX5,RCAN3
1336,279,0,0.44129223,RUNX2,CREB5
1336,672,0,0.44129112,RUNX2,KALRN
1336,475,0,0.44129112,RUNX2,GALM
1336,750,0,0.44129112,RUNX2,LIMA1
1336,1573,0,0.44129112,RUNX2,TLE1
1120,705,1,0.43868902,PAX5,KLHDC4
1120,1786,0,0.43770927,PAX5,ZMYND8
1120,1461,1,0.43770927,PAX5,SP140
1120,1219,0,0.43770927,PAX5,PRKN
1120,935,0,0.43770927,PAX5,MBNL3
1120,61,0,0.43770927,PAX5,AP3B2
1288,975,0,0.43644762,REST,MLLT3
1288,375,0,0.43644482,REST,ELP1
1288,327,0,0.43644273,REST,DIP2C
1288,588,0,0.43644273,REST,HPN
1288,1498,1,0.43644273,REST,STMN3
1288,903,1,0.43644273,REST,LTBP4
1288,370,0,0.43644273,REST,EFNA5
1288,1520,0,0.43644273,REST,SYT1
1288,923,0,0.43644273,REST,MAP3K14
1288,1574,0,0.43644258,REST,TLN2
1496,975,0,0.43214747,STAT5B,MLLT3
1496,1523,0,0.43214607,STAT5B,SYTL2
1496,1372,0,0.43214408,STAT5B,SFXN1
1496,1401,0,0.43214208,STAT5B,SLAMF7
1496,1249,0,0.43214208,STAT5B,PTPRK
1496,598,0,0.43214208,STAT5B,ICOS
1496,104,0,0.43214208,STAT5B,B4GALNT3
1496,1265,0,0.43214208,STAT5B,RAD23B
1496,1617,0,0.43214208,STAT5B,TPD52
1496,129,0,0.43214208,STAT5B,BNC2
1496,278,0,0.43214208,STAT5B,CRADD
1496,297,0,0.43214208,STAT5B,CUBN
1208,1120,0,0.42978567,PRDM1,PAX5
1208,1402,0,0.42665443,PRDM1,SLC14A1
1208,1411,0,0.4266507,PRDM1,SLC24A3
1208,1367,0,0.42664504,PRDM1,SERPINE1
1208,902,0,0.4266435,PRDM1,LTBP3
1208,588,0,0.4266435,PRDM1,HPN
1208,1387,0,0.4266435,PRDM1,SHPRH
1208,1285,0,0.4266435,PRDM1,RCAN3
1208,1111,0,0.4266435,PRDM1,PAM
1208,208,0,0.4266435,PRDM1,CD8A
