TF_idx,Target_idx,Label,Score,TF_name,Target_name
1845,1208,0,0.52301234,ZNF83,PRDM1
909,482,0,0.5074313,MAF,GATA3
220,482,0,0.5074313,CEBPD,GATA3
1456,482,0,0.5074237,SOX13,GATA3
1546,482,0,0.5074237,TCF7L1,GATA3
1094,482,0,0.5074237,ONECUT1,GATA3
1039,482,0,0.5074174,NFATC1,GATA3
1396,482,0,0.507386,SIX5,GATA3
108,482,0,0.50702864,BATF,GATA3
108,1208,0,0.5061342,BATF,PRDM1
1336,482,0,0.50528723,RUNX2,GATA3
220,1208,0,0.5027177,CEBPD,PRDM1
1546,1208,0,0.5026983,TCF7L1,PRDM1
1791,1208,0,0.5026983,ZNF143,PRDM1
1460,1208,0,0.5026983,SOX6,PRDM1
1396,1208,0,0.5026281,SIX5,PRDM1
1845,1531,0,0.4951639,ZNF83,TBC1D17
1845,1364,0,0.49006796,ZNF83,SERPINA1
1845,58,0,0.4822407,ZNF83,ANO10
108,1531,0,0.48033836,BATF,TBC1D17
383,1531,0,0.4791428,EOMES,TBC1D17
220,1531,0,0.4791428,CEBPD,TBC1D17
1462,1531,0,0.4791428,SP4,TBC1D17
362,1531,0,0.47912157,EBF1,TBC1D17
1456,1531,0,0.47912157,SOX13,TBC1D17
1791,1531,0,0.47912157,ZNF143,TBC1D17
1396,1531,1,0.47907364,SIX5,TBC1D17
399,1364,0,0.47841942,ESR2,SERPINA1
362,1364,0,0.4758962,EBF1,SERPINA1
1541,1364,0,0.4758962,TBX21,SERPINA1
1546,1364,0,0.4758962,TCF7L1,SERPINA1
1456,1364,1,0.4758962,SOX13,SERPINA1
1396,1364,0,0.47585526,SIX5,SERPINA1
108,197,0,0.4756808,BATF,CCSER1
108,58,0,0.4755727,BATF,ANO10
1462,197,0,0.46999538,SP4,CCSER1
909,197,0,0.46999538,MAF,CCSER1
220,197,0,0.46999538,CEBPD,CCSER1
1546,197,0,0.46997425,TCF7L1,CCSER1
1473,197,0,0.46997425,SPIB,CCSER1
1460,197,0,0.46997425,SOX6,CCSER1
1460,58,0,0.46985117,SOX6,ANO10
1456,58,0,0.46985117,SOX13,ANO10
1546,58,0,0.46985117,TCF7L1,ANO10
1791,58,0,0.46985117,ZNF143,ANO10
1541,58,0,0.46985117,TBX21,ANO10
1496,1531,0,0.46963787,STAT5B,TBC1D17
1496,1364,0,0.46642604,STAT5B,SERPINA1
1208,1531,0,0.46606547,PRDM1,TBC1D17
1336,197,0,0.4659337,RUNX2,CCSER1
1120,197,0,0.46499756,PAX5,CCSER1
108,166,0,0.45927188,BATF,CADM1
1845,166,0,0.4581176,ZNF83,CADM1
1208,197,0,0.45583928,PRDM1,CCSER1
1845,1176,0,0.45446935,ZNF83,PLEKHA5
1458,166,0,0.45406738,SOX4,CADM1
108,1176,0,0.4538232,BATF,PLEKHA5
220,166,0,0.45380396,CEBPD,CADM1
1094,166,1,0.4537846,ONECUT1,CADM1
1473,166,0,0.4537846,SPIB,CADM1
1546,166,0,0.4537846,TCF7L1,CADM1
108,901,0,0.4527895,BATF,LTBP1
108,1120,0,0.45277217,BATF,PAX5
399,1176,0,0.45161867,ESR2,PLEKHA5
1845,1017,0,0.45129824,ZNF83,NBEA
1336,166,0,0.45102486,RUNX2,CADM1
108,1017,0,0.4506774,BATF,NBEA
1845,1247,0,0.45005068,ZNF83,PTPN7
1845,1270,0,0.44998264,ZNF83,RALGDS
1845,960,0,0.44997472,ZNF83,MICAL3
1845,975,0,0.44994783,ZNF83,MLLT3
1845,1211,0,0.44994774,ZNF83,PRF1
1845,1459,0,0.44994673,ZNF83,SOX5
1845,1460,0,0.44994456,ZNF83,SOX6
1845,1295,0,0.44994456,ZNF83,RGS3
1845,388,0,0.44994456,ZNF83,EPHA7
1845,278,0,0.44994456,ZNF83,CRADD
1845,1682,0,0.44994456,ZNF83,TTC39B
1845,127,0,0.44994456,ZNF83,BMPER
1845,609,0,0.44994456,ZNF83,IFT88
1845,638,0,0.44994456,ZNF83,IL2
1845,902,0,0.44994456,ZNF83,LTBP3
1845,1005,0,0.44994456,ZNF83,MUS81
1845,1576,0,0.44994456,ZNF83,TMC6
1845,1786,0,0.44994456,ZNF83,ZMYND8
1845,63,0,0.44994456,ZNF83,APBB2
1845,588,0,0.44994456,ZNF83,HPN
1845,370,0,0.44994456,ZNF83,EFNA5
1845,1219,0,0.44994456,ZNF83,PRKN
1845,1812,0,0.44994456,ZNF83,ZNF507
1845,1015,0,0.44994456,ZNF83,NAV3
1845,44,0,0.44994456,ZNF83,ALOX5AP
1845,1040,0,0.44994456,ZNF83,NFIA
1845,903,0,0.44994456,ZNF83,LTBP4
1845,451,0,0.44994456,ZNF83,FILIP1L
1845,629,0,0.44994456,ZNF83,IKZF2
1845,89,0,0.44994456,ZNF83,ATG4D
1845,923,0,0.44994456,ZNF83,MAP3K14
1845,1508,0,0.44994456,ZNF83,SULF2
1845,1679,0,0.44994456,ZNF83,TTC28
1845,1491,0,0.44994456,ZNF83,ST8SIA6
1845,362,0,0.44994456,ZNF83,EBF1
1845,132,0,0.44994456,ZNF83,BRF1
1845,1265,0,0.44994456,ZNF83,RAD23B
1845,1498,0,0.44994456,ZNF83,STMN3
1845,1387,0,0.44994456,ZNF83,SHPRH
1845,1261,0,0.44994456,ZNF83,RABEP2
1845,1461,0,0.44994456,ZNF83,SP140
1845,550,0,0.44994456,ZNF83,HDAC8
1845,474,0,0.44994456,ZNF83,GADD45A
1845,437,0,0.44994456,ZNF83,FCER2
1845,1520,0,0.44994456,ZNF83,SYT1
1845,1167,0,0.44994456,ZNF83,PLA2G6
1845,917,0,0.44994456,ZNF83,MAMSTR
1845,164,0,0.44994456,ZNF83,CACNA1H
1845,1249,0,0.44994456,ZNF83,PTPRK
1845,603,0,0.44994456,ZNF83,IFIT2
1845,327,0,0.44994456,ZNF83,DIP2C
1845,691,0,0.44994456,ZNF83,KIF21A
1845,1250,0,0.44994456,ZNF83,PTPRM
1845,888,0,0.44994456,ZNF83,LRP1B
1845,312,0,0.44994456,ZNF83,DCDC2
1845,915,0,0.44994456,ZNF83,MAML3
1845,1049,0,0.44994456,ZNF83,NKD1
1845,1519,0,0.44994456,ZNF83,SYNJ2
1845,1481,0,0.44994456,ZNF83,SPTBN1
1845,1126,0,0.44994456,ZNF83,PCDH9
1845,1793,0,0.449943,ZNF83,ZNF221
1845,375,0,0.449943,ZNF83,ELP1
108,960,0,0.4498005,BATF,MICAL3
108,1523,0,0.44976965,BATF,SYTL2
108,1411,0,0.44976774,BATF,SLC24A3
108,370,0,0.44976357,BATF,EFNA5
108,1116,0,0.44976357,BATF,PARP15
108,1553,0,0.44976357,BATF,TENM2
108,1293,0,0.44976357,BATF,RGS10
108,297,0,0.44976357,BATF,CUBN
108,903,0,0.44976357,BATF,LTBP4
108,1049,0,0.44976357,BATF,NKD1
108,475,0,0.44976357,BATF,GALM
108,1440,0,0.44976357,BATF,SMAD7
108,1005,0,0.44976357,BATF,MUS81
108,1481,0,0.44976357,BATF,SPTBN1
108,1620,0,0.44976357,BATF,TRABD2A
108,49,0,0.44976357,BATF,ANK3
108,1099,0,0.44976357,BATF,OSBPL3
108,888,0,0.44976357,BATF,LRP1B
108,603,0,0.44976357,BATF,IFIT2
108,1335,0,0.44976357,BATF,RUBCNL
108,1401,0,0.44976357,BATF,SLAMF7
108,609,0,0.44976357,BATF,IFT88
108,1261,0,0.44976357,BATF,RABEP2
108,1461,0,0.44976357,BATF,SP140
108,1460,0,0.44976357,BATF,SOX6
108,1249,0,0.44976357,BATF,PTPRK
108,1040,0,0.44976357,BATF,NFIA
108,362,0,0.44976357,BATF,EBF1
108,1515,0,0.44976357,BATF,SYDE2
108,1111,0,0.44976357,BATF,PAM
108,991,0,0.44976357,BATF,MRTFB
108,935,0,0.44976357,BATF,MBNL3
108,691,0,0.44976357,BATF,KIF21A
108,1576,0,0.44976357,BATF,TMC6
108,132,0,0.44976357,BATF,BRF1
108,1265,0,0.44976357,BATF,RAD23B
108,1534,0,0.44976357,BATF,TBC1D4
108,931,0,0.44976357,BATF,MAST4
108,129,0,0.44976357,BATF,BNC2
108,588,0,0.44976357,BATF,HPN
108,640,0,0.44976357,BATF,IL2RA
108,225,0,0.44976357,BATF,CEP128
108,204,0,0.44976357,BATF,CD40LG
108,164,0,0.44976357,BATF,CACNA1H
108,1477,0,0.44976357,BATF,SPON2
108,1519,0,0.44976357,BATF,SYNJ2
108,462,0,0.44976357,BATF,FOXC1
108,61,0,0.44976357,BATF,AP3B2
108,1574,0,0.44976324,BATF,TLN2
108,279,0,0.44976294,BATF,CREB5
108,375,0,0.44975832,BATF,ELP1
108,479,0,0.44975677,BATF,GAS2
108,1247,0,0.44969574,BATF,PTPN7
909,1176,0,0.44958863,MAF,PLEKHA5
1460,1176,0,0.4495679,SOX6,PLEKHA5
1541,1176,0,0.4495679,TBX21,PLEKHA5
362,1176,0,0.4495679,EBF1,PLEKHA5
1396,1176,0,0.44956434,SIX5,PLEKHA5
399,1120,0,0.4494504,ESR2,PAX5
399,1021,0,0.44831362,ESR2,NCAM2
399,1017,0,0.4483109,ESR2,NBEA
108,1766,0,0.44790503,BATF,ZC3H12D
108,1804,0,0.44790456,BATF,ZNF365
1458,1120,0,0.44763586,SOX4,PAX5
220,1120,0,0.44731972,CEBPD,PAX5
1039,1120,0,0.44730875,NFATC1,PAX5
1456,1120,0,0.44729775,SOX13,PAX5
1546,1120,0,0.44729775,TCF7L1,PAX5
362,1120,0,0.44729775,EBF1,PAX5
1094,1120,0,0.44729775,ONECUT1,PAX5
909,901,0,0.44709092,MAF,LTBP1
362,901,0,0.44706902,EBF1,LTBP1
1791,901,0,0.44706902,ZNF143,LTBP1
1541,901,0,0.44706902,TBX21,LTBP1
1473,901,0,0.44706902,SPIB,LTBP1
1396,901,0,0.44706282,SIX5,LTBP1
1288,166,0,0.4468597,REST,CADM1
399,1766,0,0.4468007,ESR2,ZC3H12D
399,705,0,0.44680032,ESR2,KLHDC4
399,1804,0,0.44680032,ESR2,ZNF365
399,1270,0,0.4466709,ESR2,RALGDS
399,1411,0,0.4466366,ESR2,SLC24A3
399,975,0,0.4466366,ESR2,MLLT3
399,1211,0,0.44663617,ESR2,PRF1
399,1523,0,0.44663617,ESR2,SYTL2
399,1402,0,0.44663522,ESR2,SLC14A1
399,279,0,0.44663385,ESR2,CREB5
399,736,0,0.44663313,ESR2,LDB2
399,639,0,0.44663298,ESR2,IL21R
399,1529,0,0.44663298,ESR2,TANC1
399,1401,0,0.44663298,ESR2,SLAMF7
399,104,0,0.44663298,ESR2,B4GALNT3
399,225,0,0.44663298,ESR2,CEP128
399,87,0,0.44663298,ESR2,ATF7IP2
399,1126,0,0.44663298,ESR2,PCDH9
399,1019,0,0.44663298,ESR2,NCALD
399,48,0,0.44663298,ESR2,ANK1
399,462,0,0.44663298,ESR2,FOXC1
399,1219,0,0.44663298,ESR2,PRKN
399,1722,0,0.44663298,ESR2,UST
399,1679,0,0.44663298,ESR2,TTC28
399,345,0,0.44663298,ESR2,DNAJC6
399,1099,0,0.44663298,ESR2,OSBPL3
399,603,0,0.44663298,ESR2,IFIT2
399,132,0,0.44663298,ESR2,BRF1
399,207,0,0.44663298,ESR2,CD79A
399,630,0,0.44663298,ESR2,IKZF3
399,640,0,0.44663298,ESR2,IL2RA
399,200,0,0.44663298,ESR2,CD226
399,1460,0,0.44663298,ESR2,SOX6
399,1461,0,0.44663298,ESR2,SP140
399,1440,0,0.44663298,ESR2,SMAD7
399,61,0,0.44663298,ESR2,AP3B2
399,129,0,0.44663298,ESR2,BNC2
399,1786,0,0.44663298,ESR2,ZMYND8
399,1387,0,0.44663298,ESR2,SHPRH
399,454,0,0.44663298,ESR2,FLNB
399,1491,0,0.44663298,ESR2,ST8SIA6
399,283,0,0.44663298,ESR2,CRISPLD1
399,1477,0,0.44663298,ESR2,SPON2
399,1335,0,0.44663298,ESR2,RUBCNL
399,89,1,0.44663298,ESR2,ATG4D
399,931,0,0.44663298,ESR2,MAST4
399,1682,0,0.44663298,ESR2,TTC39B
399,437,0,0.44663298,ESR2,FCER2
399,1519,0,0.44663298,ESR2,SYNJ2
399,923,0,0.44663298,ESR2,MAP3K14
399,1534,0,0.44663298,ESR2,TBC1D4
399,935,0,0.44663298,ESR2,MBNL3
399,598,0,0.44663298,ESR2,ICOS
399,2,0,0.44663298,ESR2,ABCA5
399,326,0,0.44663298,ESR2,DIAPH3
399,432,0,0.44663298,ESR2,FBXO16
399,1040,0,0.44663298,ESR2,NFIA
399,164,0,0.44663298,ESR2,CACNA1H
399,1250,0,0.44663298,ESR2,PTPRM
399,1551,0,0.44663298,ESR2,TECR
399,1116,0,0.44663298,ESR2,PARP15
399,890,0,0.44663298,ESR2,LRP5
399,1056,0,0.44663298,ESR2,NMT2
399,886,0,0.44663298,ESR2,LRIG1
399,388,0,0.44663298,ESR2,EPHA7
399,375,0,0.44663247,ESR2,ELP1
399,1793,0,0.44663247,ESR2,ZNF221
1458,1017,0,0.44657293,SOX4,NBEA
1336,1176,0,0.44650608,RUNX2,PLEKHA5
220,1021,0,0.44624224,CEBPD,NCAM2
1462,487,0,0.44624224,SP4,GCNT4
909,487,0,0.44624224,MAF,GCNT4
909,1017,0,0.44624043,MAF,NBEA
1462,1017,0,0.44624043,SP4,NBEA
220,1017,0,0.44624043,CEBPD,NBEA
1039,1021,0,0.44623274,NFATC1,NCAM2
1039,1017,0,0.44623095,NFATC1,NBEA
1546,1021,0,0.4462207,TCF7L1,NCAM2
1456,1021,0,0.4462207,SOX13,NCAM2
1541,1021,0,0.4462207,TBX21,NCAM2
1473,487,0,0.4462207,SPIB,GCNT4
1094,487,0,0.4462207,ONECUT1,GCNT4
1541,487,0,0.4462207,TBX21,GCNT4
362,487,0,0.4462207,EBF1,GCNT4
1473,1017,0,0.44621888,SPIB,NBEA
1456,1017,0,0.44621888,SOX13,NBEA
1460,1017,0,0.44621888,SOX6,NBEA
1094,1017,0,0.44621888,ONECUT1,NBEA
1791,1017,0,0.44621888,ZNF143,NBEA
1458,399,0,0.44548693,SOX4,ESR2
1458,1766,0,0.4453228,SOX4,ZC3H12D
1458,1804,0,0.4453225,SOX4,ZNF365
909,399,0,0.44512987,MAF,ESR2
1039,399,0,0.44511974,NFATC1,ESR2
1546,399,0,0.44510788,TCF7L1,ESR2
1791,399,0,0.44510788,ZNF143,ESR2
362,399,0,0.44510788,EBF1,ESR2
1458,1247,0,0.44501257,SOX4,PTPN7
1458,284,0,0.44492447,SOX4,CRTAM
1458,1402,0,0.44489664,SOX4,SLC14A1
1458,1003,0,0.44489607,SOX4,MTSS1
1458,1211,0,0.44489607,SOX4,PRF1
383,1766,0,0.44489524,EOMES,ZC3H12D
220,1766,0,0.44489524,CEBPD,ZC3H12D
909,705,0,0.44489485,MAF,KLHDC4
383,705,0,0.44489485,EOMES,KLHDC4
383,1804,0,0.44489485,EOMES,ZNF365
1462,1804,0,0.44489485,SP4,ZNF365
220,1804,0,0.44489485,CEBPD,ZNF365
1458,1172,0,0.44489372,SOX4,PLCL1
1458,279,0,0.44489366,SOX4,CREB5
1458,909,0,0.44489366,SOX4,MAF
1458,736,0,0.44489282,SOX4,LDB2
1458,375,0,0.44489273,SOX4,ELP1
1458,454,0,0.44489267,SOX4,FLNB
1458,1040,0,0.44489267,SOX4,NFIA
1458,1682,0,0.44489267,SOX4,TTC39B
1458,903,0,0.44489267,SOX4,LTBP4
1458,598,0,0.44489267,SOX4,ICOS
1458,588,0,0.44489267,SOX4,HPN
1458,104,0,0.44489267,SOX4,B4GALNT3
1458,550,1,0.44489267,SOX4,HDAC8
1458,1620,0,0.44489267,SOX4,TRABD2A
1458,207,0,0.44489267,SOX4,CD79A
1458,1265,0,0.44489267,SOX4,RAD23B
1458,1679,0,0.44489267,SOX4,TTC28
1458,127,0,0.44489267,SOX4,BMPER
1458,1477,0,0.44489267,SOX4,SPON2
1458,225,0,0.44489267,SOX4,CEP128
1458,1167,0,0.44489267,SOX4,PLA2G6
1458,1116,0,0.44489267,SOX4,PARP15
1458,1126,0,0.44489267,SOX4,PCDH9
1458,1182,0,0.44489267,SOX4,PLXDC1
1458,1551,0,0.44489267,SOX4,TECR
1458,48,0,0.44489267,SOX4,ANK1
1458,1553,0,0.44489267,SOX4,TENM2
1458,49,0,0.44489267,SOX4,ANK3
1458,1517,0,0.44489267,SOX4,SYNE1
1458,1515,0,0.44489267,SOX4,SYDE2
1458,888,0,0.44489267,SOX4,LRP1B
1458,2,0,0.44489267,SOX4,ABCA5
1458,63,0,0.44489267,SOX4,APBB2
1458,1059,0,0.44489267,SOX4,NOL4L
1458,629,0,0.44489267,SOX4,IKZF2
1458,61,0,0.44489267,SOX4,AP3B2
1458,44,0,0.44489267,SOX4,ALOX5AP
1458,1461,0,0.44489267,SOX4,SP140
1458,915,0,0.44489267,SOX4,MAML3
1458,638,0,0.44489267,SOX4,IL2
1458,327,0,0.44489267,SOX4,DIP2C
1458,388,0,0.44489267,SOX4,EPHA7
1458,462,0,0.44489267,SOX4,FOXC1
1458,1387,0,0.44489267,SOX4,SHPRH
1458,917,0,0.44489267,SOX4,MAMSTR
1458,278,0,0.44489267,SOX4,CRADD
1458,70,0,0.44489267,SOX4,ARHGAP24
1458,931,0,0.44489267,SOX4,MAST4
1458,1576,0,0.44489267,SOX4,TMC6
1458,1261,0,0.44489267,SOX4,RABEP2
1458,1099,0,0.44489267,SOX4,OSBPL3
1458,640,0,0.44489267,SOX4,IL2RA
1458,1401,0,0.44489267,SOX4,SLAMF7
1458,1722,0,0.44489267,SOX4,UST
1458,345,0,0.44489267,SOX4,DNAJC6
1458,1520,0,0.44489267,SOX4,SYT1
1039,1766,0,0.4448875,NFATC1,ZC3H12D
1039,705,0,0.4448871,NFATC1,KLHDC4
1458,1296,0,0.44488385,SOX4,RGS6
362,1766,0,0.44487438,EBF1,ZC3H12D
1460,1766,0,0.44487438,SOX6,ZC3H12D
1546,1766,0,0.44487438,TCF7L1,ZC3H12D
1460,705,0,0.444874,SOX6,KLHDC4
1460,1804,0,0.444874,SOX6,ZNF365
1094,705,0,0.444874,ONECUT1,KLHDC4
1541,705,0,0.444874,TBX21,KLHDC4
1791,705,0,0.444874,ZNF143,KLHDC4
1791,1804,0,0.444874,ZNF143,ZNF365
362,1804,0,0.444874,EBF1,ZNF365
1546,705,0,0.444874,TCF7L1,KLHDC4
1396,1766,0,0.44487238,SIX5,ZC3H12D
383,1247,0,0.44464543,EOMES,PTPN7
220,1247,0,0.44464543,CEBPD,PTPN7
1039,1247,0,0.44463527,NFATC1,PTPN7
1541,1247,0,0.44462338,TBX21,PTPN7
362,1247,0,0.44462338,EBF1,PTPN7
1791,1247,0,0.44462338,ZNF143,PTPN7
1462,960,0,0.44456467,SP4,MICAL3
383,284,0,0.44456467,EOMES,CRTAM
220,284,0,0.44456467,CEBPD,CRTAM
909,960,0,0.44456467,MAF,MICAL3
1039,284,0,0.44455448,NFATC1,CRTAM
1541,1270,0,0.44455105,TBX21,RALGDS
1094,1270,0,0.44455105,ONECUT1,RALGDS
1460,1270,0,0.44455105,SOX6,RALGDS
1546,1270,0,0.44455105,TCF7L1,RALGDS
1791,1270,0,0.44455105,ZNF143,RALGDS
1094,284,0,0.44454247,ONECUT1,CRTAM
1473,284,0,0.44454247,SPIB,CRTAM
362,284,0,0.44454247,EBF1,CRTAM
1456,284,0,0.44454247,SOX13,CRTAM
1456,960,0,0.44454247,SOX13,MICAL3
1094,960,0,0.44454247,ONECUT1,MICAL3
1460,960,0,0.44454247,SOX6,MICAL3
1462,975,0,0.4445363,SP4,MLLT3
909,975,0,0.4445363,MAF,MLLT3
909,1411,0,0.4445363,MAF,SLC24A3
1462,1411,0,0.4445363,SP4,SLC24A3
383,1523,0,0.4445358,EOMES,SYTL2
1462,1523,0,0.4445358,SP4,SYTL2
220,1003,0,0.4445358,CEBPD,MTSS1
909,1523,0,0.4445358,MAF,SYTL2
220,1211,0,0.4445358,CEBPD,PRF1
1462,1211,0,0.4445358,SP4,PRF1
909,1459,0,0.44453534,MAF,SOX5
220,1459,0,0.44453534,CEBPD,SOX5
1462,1372,0,0.44453442,SP4,SFXN1
909,1367,0,0.4445342,MAF,SERPINE1
1462,1172,0,0.44453347,SP4,PLCL1
909,1172,0,0.44453347,MAF,PLCL1
383,909,0,0.44453338,EOMES,MAF
1462,909,0,0.44453338,SP4,MAF
220,909,0,0.44453338,CEBPD,MAF
909,909,0,0.44453338,MAF,MAF
1462,279,0,0.44453338,SP4,CREB5
1462,736,0,0.44453254,SP4,LDB2
383,391,0,0.44453254,EOMES,ERBB2
909,375,0,0.44453248,MAF,ELP1
909,633,0,0.44453248,MAF,IL12RB2
220,633,0,0.44453248,CEBPD,IL12RB2
909,1793,0,0.44453248,MAF,ZNF221
383,375,0,0.44453248,EOMES,ELP1
383,633,0,0.44453248,EOMES,IL12RB2
220,63,0,0.4445324,CEBPD,APBB2
220,475,0,0.4445324,CEBPD,GALM
220,570,0,0.4445324,CEBPD,HIVEP3
220,1114,0,0.4445324,CEBPD,PARD6B
220,1617,0,0.4445324,CEBPD,TPD52
220,278,0,0.4445324,CEBPD,CRADD
220,630,0,0.4445324,CEBPD,IKZF3
220,886,0,0.4445324,CEBPD,LRIG1
220,326,0,0.4445324,CEBPD,DIAPH3
220,1293,0,0.4445324,CEBPD,RGS10
220,1529,0,0.4445324,CEBPD,TANC1
220,164,0,0.4445324,CEBPD,CACNA1H
220,603,0,0.4445324,CEBPD,IFIT2
220,1059,0,0.4445324,CEBPD,NOL4L
220,127,0,0.4445324,CEBPD,BMPER
220,1335,0,0.4445324,CEBPD,RUBCNL
220,915,0,0.4445324,CEBPD,MAML3
220,104,0,0.4445324,CEBPD,B4GALNT3
220,1182,0,0.4445324,CEBPD,PLXDC1
220,1461,0,0.4445324,CEBPD,SP140
220,1265,0,0.4445324,CEBPD,RAD23B
220,1472,0,0.4445324,CEBPD,SPEF2
220,1043,0,0.4445324,CEBPD,NIBAN1
220,1019,0,0.4445324,CEBPD,NCALD
220,353,0,0.4445324,CEBPD,DTNB
220,1249,0,0.4445324,CEBPD,PTPRK
220,604,0,0.4445324,CEBPD,IFNG
220,931,0,0.4445324,CEBPD,MAST4
220,294,0,0.4445324,CEBPD,CTNND2
220,1515,0,0.4445324,CEBPD,SYDE2
220,207,0,0.4445324,CEBPD,CD79A
220,70,0,0.4445324,CEBPD,ARHGAP24
220,1460,0,0.4445324,CEBPD,SOX6
220,297,0,0.4445324,CEBPD,CUBN
220,874,0,0.4445324,CEBPD,LINGO2
220,1620,0,0.4445324,CEBPD,TRABD2A
220,462,0,0.4445324,CEBPD,FOXC1
220,551,0,0.4445324,CEBPD,HDAC9
220,935,0,0.4445324,CEBPD,MBNL3
220,1440,0,0.4445324,CEBPD,SMAD7
220,451,0,0.4445324,CEBPD,FILIP1L
220,1477,0,0.4445324,CEBPD,SPON2
220,61,0,0.4445324,CEBPD,AP3B2
220,1020,0,0.4445324,CEBPD,NCAM1
220,1722,0,0.4445324,CEBPD,UST
220,437,0,0.4445324,CEBPD,FCER2
220,1040,0,0.4445324,CEBPD,NFIA
220,1481,0,0.4445324,CEBPD,SPTBN1
220,1073,0,0.4445324,CEBPD,NRCAM
220,1285,0,0.4445324,CEBPD,RCAN3
220,89,0,0.4445324,CEBPD,ATG4D
220,1116,0,0.4445324,CEBPD,PARP15
220,1491,0,0.4445324,CEBPD,ST8SIA6
220,522,0,0.4445324,CEBPD,GRAP2
220,49,0,0.4445324,CEBPD,ANK3
220,1015,0,0.4445324,CEBPD,NAV3
220,1679,0,0.4445324,CEBPD,TTC28
383,1059,0,0.44453233,EOMES,NOL4L
383,1049,0,0.44453233,EOMES,NKD1
383,570,0,0.44453233,EOMES,HIVEP3
383,132,0,0.44453233,EOMES,BRF1
909,1517,0,0.44453233,MAF,SYNE1
1462,283,0,0.44453233,SP4,CRISPLD1
909,1508,0,0.44453233,MAF,SULF2
1462,1285,0,0.44453233,SP4,RCAN3
1462,888,0,0.44453233,SP4,LRP1B
383,127,0,0.44453233,EOMES,BMPER
383,1250,0,0.44453233,EOMES,PTPRM
383,1440,0,0.44453233,EOMES,SMAD7
1462,991,0,0.44453233,SP4,MRTFB
909,1519,0,0.44453233,MAF,SYNJ2
1462,551,0,0.44453233,SP4,HDAC9
909,362,0,0.44453233,MAF,EBF1
1462,642,0,0.44453233,SP4,IL6
383,283,0,0.44453233,EOMES,CRISPLD1
909,1786,0,0.44453233,MAF,ZMYND8
383,1679,0,0.44453233,EOMES,TTC28
383,474,0,0.44453233,EOMES,GADD45A
909,931,0,0.44453233,MAF,MAST4
383,362,0,0.44453233,EOMES,EBF1
383,886,1,0.44453233,EOMES,LRIG1
383,1099,0,0.44453233,EOMES,OSBPL3
383,691,0,0.44453233,EOMES,KIF21A
1462,1722,0,0.44453233,SP4,UST
1462,1056,1,0.44453233,SP4,NMT2
1462,931,0,0.44453233,SP4,MAST4
1462,1073,0,0.44453233,SP4,NRCAM
909,588,0,0.44453233,MAF,HPN
383,437,0,0.44453233,EOMES,FCER2
1462,278,0,0.44453233,SP4,CRADD
383,1498,0,0.44453233,EOMES,STMN3
909,462,0,0.44453233,MAF,FOXC1
383,2,0,0.44453233,EOMES,ABCA5
383,207,0,0.44453233,EOMES,CD79A
1462,44,0,0.44453233,SP4,ALOX5AP
909,991,0,0.44453233,MAF,MRTFB
909,278,0,0.44453233,MAF,CRADD
1462,225,0,0.44453233,SP4,CEP128
1462,1682,0,0.44453233,SP4,TTC39B
909,1056,0,0.44453233,MAF,NMT2
383,1285,0,0.44453233,EOMES,RCAN3
1462,200,0,0.44453233,SP4,CD226
